Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,Is Not Allowed for Coworking(ESR),Is Special,Activity Price,Activity Group,Description,Qualification Requirement,Documents Required
AM-04592,Freezone,515912,Refrigeration & Cold Storage Equipment Trading,????? ????? ?????? ????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling central foodstuff, medicines and chemicals coolers or freezers, including cold compartments, and freezers used for cold storage in groceries and supermarkets, household refrigerators and freezers are classified under activity 5139-15).",,
AM-04593,Freezone,513915,"Refrigerators, Washing Machines & Household Electrical Appliances Trading",????? ???????? ????????? ???????? ?????????? ????????,Active,,Commercial,0,Standard,,Electronics group,"Includes reselling refrigerators, freezers, water coolers, washing machines and dryers, dishwashers, vacuum cleaners, ironers, heaters, also, electric kitchenwares such as mixers, mincers, cutters, blenders, toasters, juice extractors, grinders, kettles, small scales and other household appliances.",,
AM-09149,Freezone,8690008,Regime and Weight Control Services,????? ?????? ???????? ???????? ??? ?????,Active,,Services,0,Standard,,Medical clinics,"Includes firms specialized in diet systems and weight loss or control programs. This process involves consultations, advice, support and regular follow-up to ensure the customer is sticking to his lifestyle changes, in addition to advice on low calorie meals.",Certified_Academic_Degree,Ministry of Health & Prevention
AM-08799,Freezone,70100-05,Regional Liaison Office,???? ?????? ??????,Active,,Services,0,Standard,,Head Offices,"This is an office established in Ras Al Khaimah by any foreign company or enterprise to facilitate the contacts and follow-up of the company's activities and affairs, and to promote the company services. Such an office may not carry out the company's activities nor make any trading activity inside the UAE.",,this activity is not allowed for Coworking
AM-04595,Freezone,514301,Reinforcement Steel Bars Trading,????? ???? ???????,Active,,Commercial,0,Standard,,Building materials trading,Includes reselling steel bars commonly used as a tensioning device in reinforced concrete structures holding the concrete in compression.,,
AM-06005,Freezone,731004,Renewable Energy Engineering Consultancy,???????? ????? ?????? ????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes conducting engineering consultancy and services regarding utilizing renewable energy specially winds, tidal waves, solar energy, hydrogen, as a clean alternative to traditional energy, it involves technical and economic feasibility studies, identify alternatives as well as preparing architectural designs and supervise execution.",Certified_Academic_Degree,
AM-09338,Freezone,3315001,Repair and maintenance of ships,????? ?????? ?????,Active,,Services,1,Standard,,Ship services,"Includes the repair of ships and boats of all kinds, such as ships and vessels, yachts and sport boats and ships and fishing boats and other renovation or reconstruction or maintenance comprehensive maintenance such as replacing engines, replace or change the parts of the new parts and re-paint and other basic maintenance.",,"Department of Civil Defense, CCTV Certificate from General Resources Authority, Activity Not Allowed for Flexi Units."
AM-09291,Freezone,7010014,Representation of Defence & Security Companies,????? ??????? ???????? ????????,Active,,Services,0,Special,50000,Military & Defense,"Representing one or more military companies with the aim of mediating, negotiating, or brokering to promote their military products or services, or to market their business, or to facilitate the processes of concluding contracts for import and export.",,Ministry of Defense. Physical facility is required- Coworking Facilities are not allowed for this activity
AM-08798,Freezone,70100-03,Representative Office,???? ?????,Active,,Services,0,Standard,,Head Offices,"This is an office established in Ras Al Khaimah by any international company or enterprise to represent it in the UAE in order to promote its products and services, boost business, or facilitate commercial agreements between the principal the customers, such office is not allowed to carry out any trading activity nor enter into commercial transactions and deals by itself.",,this activity is not allowed for Coworking
AM-06874,Freezone,100083,Re?printing,????? ???????,Active,,Media,0,Standard,,Publishing,Re?printing,Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-08971,Freezone,7210115,Research and development in equipment and devices measurement and control,????? ???????? ?? ????? ?????? ?????? ???????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in equipment and devices measurement and control. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08972,Freezone,7210119,Research and development in mixed reality and digital simulation,????? ???????? ?? ?????? ??????? ????????? ???????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in mixed reality and digital simulation. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08973,Freezone,7210120,Research and development in quantum computing,????? ?????????? ??????? ??????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in quantum computing. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08974,Freezone,7210203,Research and development in the field of basic and advanced agriculture,????? ???????? ?? ?????? ???????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in the field of basic and advanced agriculture. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08975,Freezone,7210117,Research and development in the field of multi-dimensional printing,????? ???????? ?? ???? ??????? ?????? ???????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in the field of multi-dimensional printing. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08970,Freezone,7210118,Research and development in the field of robots,????? ???????? ?? ???? ?????????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engage in research and development in the field of robots. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08976,Freezone,7210112,Research and development in the field of smart systems,????? ???????? ?? ???? ??????? ??????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in the field of smart systems. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08977,Freezone,7210116,Research and development of phenomena monitoring devices,????? ???????? ?? ????? ??? ???????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in the field of phenomena monitoring devices. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-08978,Freezone,7210111,Research and development to in the field of Cloud computing,????? ???????? ?? ??????? ????????,Active,,Educational,0,Standard,,Research and Development,"Includes firms that engaged in research and development in the field of Cloud computing. This activity aims to monitor the trends, methods, tools and emerging findings that can be used to enhance the research process. This research will contribute to the greater benefit of society.",Certified_Academic_Degree,Academic Zone
AM-06801,Freezone,100039,Research and Information Services,????? ??????? ??????????,Active,,Media,0,Standard,,Business Information,Research and Information Services,,Media Brief Form
AM-03544,Freezone,5510-08,Resort,?????,Active,,Services,0,Standard,,Tourism Activites,"Includes firms specialized in providing accommodation facilities, including beach cabins and flats for a short-stay in tourist destinations whether in beaches or mountains, beside a suitable accommodation, which may be taken on rental or on daily charge bases, all other tourist services are provided.",,Tourism Development Authority
AM-02328,Freezone,5520-01,Restaurant,????,Active,,Commercial,0,Standard,,Restaurants and coffee shops,"Includes restaurants equipped with the suitable installations to prepare and serve food and snacks inside, as well as various beverages for immediate consumption by the public.",,RAK Municipality- Public Health Department
AM-02418,Freezone,5520-14,Restaurant & Mini Store,???? ????? ????????,Active,,Commercial,0,Standard,,Restaurants and coffee shops,"Includes restaurants equipped with the suitable installations to prepare and serve food and snacks inside, such firms are allowed also to sell some consumer goods such as fresh, preserved and canned foodstuff, beverages, dairy and bakery products as well as newspapers and magazines, the sale of such goods should not predominate the role of the restaurant.",,RAK Municipality- Public Health Department
AM-08378,Freezone,749967,Restaurants Management,????? ???????,Active,,Services,0,Standard,,Facility management,,,
AM-09381,Freezone,4721020,Retail sale of Dried Fruits and Vegetables,??? ?????? ? ??????? ??????? - ????????,Active,,Commercial,0,Standard,,Foodstuff trading,"Include the resale in specialized shops, retail outlets and all types of fruit and vegetables, dried and packaged in bags or in bulk",,"RAK Municipality- Public Health Department, Department of Civil Defense, CCTV Certificate from General Resources"
AM-09380,Freezone,4721001,Retail sale of Fresh Fruits and Vegetables,??? ??????? ????????? ??????? - ????????,Active,,Commercial,0,Standard,,Foodstuff trading,It includes specialized shops for the sale of fresh vegetables and fruits before doing either in the form of natural or by filling without a conversion process from packaging or drying or otherwise to the consumer directly.,,"RAK Municipality- Public Health Department, Department of Civil Defense, CCTV Certificate from General Resources"
AM-09201,Freezone,4791008,Retail sale of Travel and Entertainment Services E-trafficking,???????? ??????????? ?????? ????? ? ??????? - ????????,Active,,Commercial,0,Standard,,Online trading,"It includes commercial establishments that depend on selling travel tickets, trips and trading in them, and doing all commercial transactions from offering, selling, and buying to other things through the use of electronic means and computer programs, through owning an integrated electronic business cycle that is linked to buying and selling programs either Institutions that combine traditional and electronic style are satisfied with regular activity.",,
AM-06690,Freezone,66210,Risk and damage evaluation,????? ??????? ????????,Active,,Services,0,Standard,,Services,,,
AM-06008,Freezone,742102,Road & Traffic Engineering Consultancy,????? ????? ???????,Active,,Services,0,Standard,,Other engineering services,"Includes firms specialized in offering engineering services related to roads, traffic and their precise specializations. These services also include the elaboration of studies, designs, plans and technical specifications for bridges, tunnels, pedestrian accesses and motion studies etc.",Certified_Academic_Degree,
AM-02422,Freezone,5211-06,Roastery,?????,Active,,Commercial,0,Standard,,Roastry,"Includes small shops engaged in roasting nuts, coffee beans, spices, cereals or others, and make the packing in small consumer packs, as well as carry out roasting for others, also, reselling gifts, novelties, artificial flowers and some foodstuff items, such shops are small that they are not classified as industrial firms of category (D).",,RAK Municipality- Public Health Department
AM-08848,Freezone,4741018,Robotics & Smart Machines Trading,????? ????????? ???????? ??????,Active,,Commercial,0,Standard,,Electronics group,"Includes reselling robotics that apply artificial intelligence to enable them to think intelligently in the similar manner the intelligent humans think, and which can take the place of humans in dangerous environments, manufacturing, also, other smart machines, such as, home automation devices that turn homes into smart homes.",,
AM-03440,Freezone,514927,"Ropes, Sacks & Jute Bags Trading",????? ????? ???????,Active,,Commercial,0,Standard,,"Bags, backaging materials & paper trading","Includes reselling of bags and ropes made of natural fibers, linen, plastic or other materials.",,
AM-03446,Freezone,514911,Rubber Trading,????? ??????,Active,,Commercial,0,Standard,,Chemicals trading,"Includes reselling natural and synthetic rubber to use in manufacturing such as tires, belts, bags shoes, synthetic sponge.",,
AM-03465,Freezone,513950,"Saddles & Animals, Birds Training Requisites Trading",????? ?????? ?????? ????? ????????? ???????,Active,,Commercial,0,Standard,,Sports equipment trading,"Includes reselling saddles, reins and accessories for horses, camels and other animals, involving veils, stands, straps and gloves for breeding and training.",,
AM-06088,Freezone,742206,Safety Consultancies,???????? ??????? ?????? ???????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes providing safety and vocational health services and consultancies, such as examination of construction or industrial machinery, non- destructive examination and inspection, issuance of certificates of safety and vocational health measures applied therein, elaborating technical and economic feasibility studies on these machinery and equipment, technical supervision of the repair works , designing safety instructions posters.",,
AM-06802,Freezone,100004,Sales Promotion,????? ????????,Active,,Media,0,Standard,,Media & Marketing Services,Sales Promotion,,Media Brief Form
AM-03919,Freezone,809042,Sales Training,??????? ??? ????????,Active,,Educational,0,Standard,10000,Training Institute,"Includes providing training on wholesale or retail sale or other, including, stock management, pricing practice, loss prevention, sale systems and procedures, current trends of the wholesale and retail sale.",,Academic Zone
AM-03610,Freezone,5122-08,Salted & Preserved Fish & Seafood Trading,????? ??????? ???????? ??????? ??????? ?????????,Active,,Commercial,0,Standard,,Foodstuff trading,"Includes reselling of salted, dried or smoked fishs and seafood.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-03609,Freezone,5122-22,Salt Trading,????? ?????,Active,,Commercial,0,Standard,,Floor mills,Includes reselling refined salt for food salting and preservation as well as skins of animals tanning and fishes salting.,,For Warehouse & Land: RAK Municipality- Public Health Department
AM-04599,Freezone,514304,"Sand, Gravel & Stones Trading",????? ????? ?????? ?????? ??????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling sand, gravel and stones for buildings construction and maintenance.",,
AM-02423,Freezone,5520-04,Sandwich Shop,??? ???????,Active,,Commercial,0,Standard,,Restaurants and coffee shops,"Includes shops that provide sandwiches, juices and beverages for immediate consumption",,RAK Municipality- Public Health Department
AM-09206,Freezone,4329906,Sanitary Installation & Pipes Repairing,????? ?????? ????????? ?????????? ??????,Active,,Services,0,Standard,,Building contracting,"Includes specialized enterprises in the maintenance of internal health pledges extensions different buildings and installations that is either direct contracts with the owners of those buildings, or through direct command for maintenance this activity does not include the supply of spare parts for replacement",,
AM-04601,Freezone,514313,Sanitary Ware Trading,????? ??????? ??????,Active,,Commercial,0,Standard,,Elecricals trading,"Includes reselling of sanitarywares, washbasins, bathtubs, lavatories taps, spigots, bathroom and kitchen articles (except furniture), as well as water drainage tubes, pipes, joints, drainage covering requisites and others.",,
AM-04602,Freezone,515213,Satellite Receiving Equipment Trading,????? ????? ??????? ??????? ??????????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,Includes reselling of systems and equipment receive radio and television transmission broadcasted by satellites or by special channels irreceivable by ordinary receivers or antennas.,,
AM-04603,Freezone,514325,Scaffolds Trading,????? ????????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling temporary frames of metal pipes or other materials, used to support people and materials in the constructions or repair of buildings.",,
AM-04777,Freezone,514205,Scales & Dry Measures Trading,????? ???????? ?????????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling of electric and sensitive scales, dry measures and balance equipment used for weighing.",,
AM-04779,Freezone,515946,"Schools, Hospitals & Laboratories Furniture Trading",????? ???? ??????? ??????????? ??????????,Active,,Commercial,0,Standard,,Furnitures trading,"Includes reselling furniture for schools, universities, educational institutes, hospitals, clinics, laboratories and others, including seats, tables, cabinets, desks, beds, shelves, safes, display windows, whether partially of wood, metal, plastic or fabrics, or totally made of cane and bamboo.",,
AM-05949,Freezone,742167,Science & Technology Consultancy,?????????? ??????? ????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes offering counseling and drawing plans on science and technology as regarding water desalination techniques, nanotechnology, health, power technology, also, studying and analyzing the reports submitted by laboratories and other analysis entities in respond to requests by governmental and private bodies, such firms are not allowed to conduct field surveys and questionnaire before getting approval from the competent authority.",Certified_Academic_Degree,
AM-03450,Freezone,515910,Scientific & Laboratory Equipment Trading,????? ??????? ???????? ??????? ?????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes the re-sale of all equipment, machinery and tools made of glass and used in scientific, medical and research laboratories.",,
AM-04760,Freezone,6301-04,Sea Cargo Services,????? ????? ?????? ???????,Active,,Services,1,Standard,,"Transport, shipping and storage","Includes firms specialized in sea shipping of imported and exported goods. The role of such firms is to receive goods from different parties to arrange for shipping as well as handling all related services such as storage, packing, unloading and sorting out. The tasks of these firms involve also contacting shipping companies or agents to reserve spaces in ships and boats and arranging the insurance formalities.",,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"", Activity Not Allowed for Flexi Units."
AM-03466,Freezone,515934,Sea Cleaning Equipment Trading,????? ????? ????? ??????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling the specialized mechanical equipment designed to clean up and collect and remove marine floating debris, also the specially designed sifting devices to remove rubbish and other foreign matter form beach sand.",,
AM-06803,Freezone,100035,Search Engine Optimization,??????? ?????? ????? ?????,Active,,Media,0,Standard,,Digital Media,Search Engine Optimization,,Media Brief Form
AM-03580,Freezone,809008,Secretarial & Office Work Training,??????? ??? ????? ??????? ???????????,Active,,Educational,0,Standard,10000,Training Institute,"Includes providing training on administrative procedures, office technology and clerical and practices specialized secretarial programs, operation of office machines, reception, and switchboard operating",,Academic Zone
AM-09359,Freezone,6202026,Secure Network Architecture Design,????? ??????? ??????,Active,,Services,0,Standard,,IT Services,"Designing secure network architectures, implementing firewalls, intrusion prevention systems, and secure network configurations.",Acdemic Degree in Computer Science or qeuivalent,Certified Academic Degree
AM-09221,Freezone,749206,security consultancies,?????????? ???????,Active,,Services,0,Standard,,Professional services,"Includes providing security consultancies and studies, set out security and technical solutions to ensure buildings and facilities safety, also advisory on designing and laying out technical specifications.",,
AM-03468,Freezone,515959,Security Control & Alarm Equipment Trading,????? ????? ?????? ??????? ?????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling of security-related and monitoring equipment such as observation cameras, anti burglar, motion detectors, intercoms, alarms, access control, barrier gates, safes and security vaults.",,
AM-06112,Freezone,515985,"Security Devices, Equipment Trading",????? ??????? ???????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling security devices and equipment utilized by governmental and private entities, such as security doors, metal detectors, surveillance devices, thermal binoculars, and police specialised equipment.",,
AM-09198,Freezone,7120006,Security Systems Testing and Checking Services,????? ????? ???????? ??? ??????? ???????,Active,,Services,0,Standard,,safety and security equipment,,Certified_Academic_Degree,
AM-06132,Freezone,512101,Seeds Trading,????? ?????? ????????,Active,,Commercial,0,Standard,,Agricultural,"Includes reselling plants, trees and flowers seeds and breeders for boosting agricultural output. This should be carried for only agricultural and industrial purposes and not for direct consumption.",,For Warehouse & Land: Ministry of Climate Change and Environment
AM-09264,Freezone,910018,services and facilities of oil and gas fields of land and sea,????? ???? ?????? ????? ?????? ?????? ????????,Active,,Commercial,0,Standard,,Oil and natural gas services,"""Includes facilities that want to deal with the oil sectors of the state and can be through this service, as well as the activity of the oil and gas facilities and services in the fields of land and maritime borders in trade license. In addition this activity is compulsory for all the companies that deal with oil companies operating in the state, both in the area of services, construction or supply or supply this activity epidemic originated as well as the dismissal of the President of the company activities this activity does not include the supply of petroleum companies employment """,,
AM-06476,Freezone,7490007,Services Broker,???? ?????,Active,,Services,0,Standard,,"Other professional, scientific and technical activities not elsewhere classified","Includes Companies engaged in mediation between the service providers and individuals who are not having enough time to communicate with the service providers to avail of the required services such cleaning, security, visas, booking, finding a new house etc.",,
AM-06982,Freezone,RAKEZ6820008,Services management oversight to the Real Estate,????? ??????? ??????? ????????,Active,,Services,0,Standard,,Real Estate,"Includes firms specialized in managing and supervising properties as regarding contracting with the firms in charge of maintenance, cleaning and security services, handling the administrative issues for the property's owner, coordinate with lease brokers to find tenants for vacant units in the building, these firms are not allowed to practice selling, leasing or releasing properties. (Please note that Free Zone licensees can’t carry out such activity for the properties located in mainland).",,
AM-06133,Freezone,514934,Sewing & Embroidery Requisites Trading,????? ????? ??????? ????????,Active,,Commercial,0,Standard,,Ready made garments qroup,"Includes reselling of tailoring threads, buttons and needles, as well as embroidery golden and silver threads, tiny diamonds, colored ribbons and others.",,
AM-06115,Freezone,515950,Sewing Machines & Spare Parts Trading,????? ????? ??????? ???? ??????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling manual, electrical, electronic and computerized stitching and embroidering clothing, fabrics, shoes and leather products, whether a one person or Industrial sewing machines for automated process of stitching, it involves the needles and other accessories.",,
AM-06116,Freezone,515969,Ship & Boats Spare Parts & Components Trading,????? ??? ???? ????? ???????? ?????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling of spare parts and components for ship and boats reparation, maintenance, renovation and efficiency upgrading, including engines, ancillary engines, boilers, spindles, pipes, communication and measuring devices.",,
AM-04765,Freezone,6110-05,Ship Charter,????? ?????,Active,,Services,1,Standard,,"Transport, shipping and storage","Includes firms specialized in renting and operational leasing of water-transport boats and for passenger transport or cargo, whether owned by the company or being rechartered.",,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-06023,Freezone,742158,Ship Engineering Consultancy,????? ?????,Active,,Services,0,Standard,,Other engineering services,"Includes preparing building designs and drawings, for ships, boats and similar transport means. It involves laying out detailed specifications of the materials required and providing the equipment and engines as per each type and its area of utilization.",Certified_Academic_Degree,
AM-08969,Freezone,5229007,Ship Rental Intermediator,???? ????? ?????,Active,,Services,0,Standard,,"Transport, shipping and storage",Includes ship chartering intermediary between the firms involved in renting in one hand and ship owners and travel agents on the other. The role of the mediator must confine to intermediary against remuneration.,,
AM-06134,Freezone,515967,Ships & Boats Trading,????? ????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling different metal and wood commercial vessels used in transportation such as cargo ships, tankers, long and short distance passenger vessels, tourist, fishing boats and fish-processing factory vessels, recreation-type hovercraft, tugboats, also metal and wood rescue boats, fishing boats, recreation and sport boats.",,
AM-09102,Freezone,5222005,Ships Management and Operation,????? ????? ????????,Active,,Services,0,Standard,,SHIPPING SERVICES,"The activity includes facilities specialized in managing ships and other means of maritime transport of various types and operating them for the benefit of others in the field of maritime transport and carrying out all the operations required by arrangements for transporting passengers and goods, exchanging crews of sailors and crew, and performing the necessary procedures for that. It also includes chartering, operating and organizing the movement of trips Ships on their shipping lines.",,
AM-06117,Freezone,513117,Shoe Trading,????? ???????,Active,,Commercial,0,Standard,,Ready made garments qroup,"Includes reselling footwear made from leather, rubber or plastic and intended to protect and comfort the human foot while doing various activities.",,
AM-06119,Freezone,515939,Shop Fittings Trading,????? ????? ???????? ?????? ??????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling equipment and fittings for groceries, cooperative outlets, bookshops, kiosks and exhibitions and public shops, including,display shelves, goods storage shelves, counters, electronic promotion machines, also, trolleys, purchase recording equipment, cash safes, insect traps...etc.",,
AM-06120,Freezone,515996,Simulation Equipment & Systems Trading & Maintenance,????? ????? ?????? ?????? ?????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes selling hardware and software that model and simulate the characteristics of the real processes, which will enable carrying out experiments on physical objects rather than on real objects, including flight, ships, trains and trucks simulators that are used for training performance optimization and safety.",,
AM-06700,Freezone,8299002,Simultaneous Translation Services,????? ??????? ???????,Active,,Services,0,Standard,,Services,"Certified professional businesses providing simultaneous interpreting services for all languages including oral, written or sign language. The services is offered by professional interpreters for oral, written or sign language on all direct and indirect communication channels.",Certified_Academic_Degree,
AM-08790,Freezone,RAKEZ9000905,Single Family Office,???? ????? ???? ???????,Active,,Services,0,Standard,,Family Offices,"Includes offices founded by family members for the provision of services to the same single family; such services include wealth management, asset management, concierge work, day to day accounting and management of legal affairs, corporate governance issues and all the administrational and office affairs; such firms are not allowed to offer any of the above mentioned services to any third party other than the family’s own members, entities, businesses, trusts or foundations.",,"The company can be individually owned or by a corporate entity but not as a branch. - The company cannot apply for change of activity or share transfer to a non-family member. - No other activities can be added under this license, this activity is not allowed for Coworking. Activity Not Allowed for Flexi Units."
AM-04767,Freezone,9311009,Skiing Hall,???? ????,Active,,Services,0,,,Halls and exibition,Skiing Hall,,General Authority of Sports
AM-05884,Freezone,513116,Slippers & Sandals Trading,????? ?????? ????????,Active,,Commercial,0,Standard,,Ready made garments qroup,"Includes reselling footwear made from leather, rubber or plastic and intended to protect and comfort the human foot while doing various activities.",,
AM-06122,Freezone,519005,Smelters & Furnaces Refractory Materials Trading,????? ????? ?????? ??????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling non-metallic materials having the properties of resisting high temperatures and are used in linings for furnaces, kilns, incinerators and reactors.",,
AM-08791,Freezone,RAKEZ9000906,Smoking & Tobacco Heating Devices Trading,????? ????? ??????? ?????? ????? ?????,Active,,Commercial,0,Standard,,Tobacco and smoking accessories trading,"IIncludes reselling of smoking pipes, pipe holders, narghiles (water pipe), lighters, ash trays, match boxes, tobacco boxes and other smokers’ requisites also, it involves narghiles renting, also, the devices for electrically heating rolled or powdered tobacco by thermal contact in order to inhale and exhale it to simulate smoking.",,
AM-03910,Freezone,5122-03,Snack Food Trading,????? ??????? ???????,Active,,Commercial,0,Standard,,Foodstuff trading,"Includes reselling snacks packed in bags or well-sealed packs, such as potato chips or cheese balls...etc.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-06123,Freezone,513966,Soap & Hair Care Products Trading,????? ??????? ? ???????? ??????? ??????,Active,,Commercial,0,Standard,,Medicines trading,"Includes reselling hair care products like shampoo, oils, lotions, tonics, whether chemically originated or from natural extracts (herbs), also, toilet and hand washing soap in bars and liquid, in addition toilet foamy soap and similar products.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-06804,Freezone,100021,Social Event Management,????? ????????? ??????????,Active,,Media,0,Standard,,Event Management Services,Social Event Management,,Media Brief Form
AM-06805,Freezone,100037,Social Media,????? ??????? ?????????,Active,,Media,0,Standard,,Digital Media,Social Media,,Media Brief Form
AM-09152,Freezone,6201009,Social Media Applications Development & Management,????? ????? ?????? ????? ??????? ?????????,Active,,Services,0,Standard,,Information Technology,"Includes firms specialized in helping businesses and others to utilize such social media like Facebook, twitter, you tube, LinkedIn, Instagram to increase visibility and expand the number of regular visitors, which will boost customer base and consequently result in the grow of their businesses and services steadily over time, it involves providing contents as well as managing such channels.",,
AM-04034,Freezone,RAKEZ /2017/45,Social Media Marketing,????? ????? ??????? ??????????,Active,,Individual / Professional,0,Standard,,Sales & Marketing,Professional Individual Works,,
AM-08968,Freezone,100112,Social networking platform,???? ?????? ???????,Active,,Media,0,Standard,,General Media,An online platform used by individuals and/or businesses to build professional and/or social networks or professional and/or social connections.,,
AM-03911,Freezone,5122-24,Soft Drinks & Carbonated Water Trading,????? ???????? ??????? ???????,Active,,Commercial,0,Standard,,Foodstuff trading,Includes reselling sweetened and a flavored carbonated water as well as the plain carbonated water.,,For Warehouse & Land: RAK Municipality- Public Health Department
AM-05968,Freezone,722901,Software House,????? ??? ?????? ????? ?????? ???????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes firms specialized in computer systems software design, implementation, operation and maintenance based on analyzing the user's problems and his need for economical solution and the programs necessary for realizing such a solution, it involves designing application software designed to run on smartphones and mobile devices.",,
AM-01865,Freezone,515102,Software Trading,????? ??? ?????? ?????? ????? ?????? ???????,Active,,Commercial,0,Standard,,Electronics group,"Includes reselling the set of application software and its documentation concerned with realizing the user’s needs and problems, and is applicable in different domains, medicine, accounting, engineering.",,
AM-06126,Freezone,515908,Solar Energy Systems & Components Trading,????? ????? ?????? ?????? ??????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling solar panels and slabs energy systems (photovoltaic) installed on tops and facades of residential and commercial buildings, or on the ground to generate power for use in water heating and cooling and energy supply.",,
AM-06217,Freezone,741420,Sourcing & Procurement Consultant,???????? ?????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes firms engaged in sourcing and procurement consultancies, including purchase analysis to determine where to achieve savings, point out the system defects to overcome, so as to minimize the cost, determine the purchases specifications and tender procedures, advise on purchasing sources by rendering to the best standards as might involve E- commerce .It also includes providing advice and assistance on purchasing retail goods such as clothing, perfumes and handbags and other products against fixed fee.",,
AM-06172,Freezone,514330,Special Fabrics & Fibers for Construction Trading,????? ??????? ???????? ???????? ????????? ????????,Active,,Commercial,0,Standard,,Building materials trading,"Include reselling fabrics and fibers made of natural, artificial or synthetic or metal materials and used for specialized construction processes, such as molding and concrete forms made by cement injection or coating and covering of installations or tiltings used in buildings and other construction works.",,
AM-06173,Freezone,519013,Specialized Photographic Equipment & Processing Materials Trading,????? ???? ?????? ????? ??????? ????????,Active,,Commercial,0,Standard,,studio - trade license,"Includes reselling films, chips, sheets, discs of radiography and photogrammetry as well as processing chemicals and photo papers.",,
AM-03883,Freezone,803001,Specialized Professional Institute,???? ???? ?????,Active,,Educational,0,Standard,10000,Training Institute,"Includes Institutes and high colleges which offer specialized teaching and training at a level above the high school and under the University level, and award the appropriate degrees and certificates. Teaching includes fine arts (painting, sculpture, photography, decoration .. etc.) or profession related to tourism, hotel industry, It also includes cinematic, theatrical, musical institutes.. etc.",Certified_Academic_Degree,Academic Zone
